,comment,title,rating
162,"On Dia de los Muertos the main avenue was closed and filled with people, art, and interesting things.  On normal days this statue-laden street carries you near so many of the historical sites and museums as well as shopping.  A great stroll.",The place to be on Dia de los Muertos,50
163,"I really enjoyed the stroll along this avenue, especially since it was Saturday, lot of sculptures for the celebration of their Dia de los Muertos, lot of people with children taking photos. I saw it for the first time and enjoyed its monuments and sidewalks...",One of the most beautiful avenues,50
164,"Our hotel was on the Paseo, so each morning, I was able to observe the coming and goings of the people of Mexico City.  On a Sunday, enormous crowds congregated for a fun-run, joggers with the dogs in tow, all around there are majestic statues...","A beautiful green space, set within modern Mexico City",50
165,"It's beautiful, it's the main strip in Mexico City and is full of monuments and statues along the route. This is where all the parades are held (as well as the protests). It is also where most of the large skyscrapers are (big businesses). It...",Perfect for a long stroll of sight seeing,50
166,"Enjoyed my stay very much, and Silvia at the spa does a very good job. I was very pleased with my stay overall.",Great visit,50
167,I have strong feelings for this street. As a kid mom and dad used to bring me here everyday since my mom worked on the area. Over the years I witnessed the transformation of the avenue from a nice classic boulevard to a more global...,A must when in Mexico City,50
168,"You can walk and walk and see so many interesting, historic and modern things! Monuments, shops, parks, local life, museums!",Interesting!!,40
169,"The traffic here is ridiculous, but didn’t bother us, it’s one of the most populated city in the world so you just go along with it. Many restaurants, coffee shops, convenience stores, shopping malls, etc. The best experience here was the bike ride, on Sunday’s...",Great ride ,50
170,Reforma is the business avenue in mexico city. All mexico skyline is situated on the street with big hotels to offices. Some of the best hotels of city are on this paseo,Best place for walk any time a day,40
171,It is a beautiful  avenue. With many nice restaurants and shops . You may as well visit it on Sundays.  To avoid traffic,Great avenue,50
172,If you come to Mexico City you must walk this avenue. Not all because is quite long but from the Independence monumento up to the Archeological Museum you will enjoy this walke and also the atmosphere of the City. In the first third there are...,A Must,50
173,We stayed at the Marriot Hotel on Paseo de la Reforma for our Grand Prix weekend . The avenue is very busy lots going on . Festival weekend was a bonus . Plenty of police officers in the area made it feel relatively safe ....,F1 visit  on Reforma ,40
174,"This spot is a great location to catch a tour bus, and go explore the city! Make sure you grab a good brunch and take water with you before your trip, the city is huge and the traffic is heavy in downtown, you will be...",A great spot on La Reforma Avenue,50
175,"The most elegant avenue in Mexico City designed by Emperor Maximilian and dedicated to his wife Empress Charlotte. Compared to the parisian Champs Elysees, and site of the emblematic Angel of the Independence, symbol of the City.",World class elegance,50
176,"The Paseo de la Reforma is the main boulevard of Mexico City. Reforma runs diagonally across the heart of Mexico City for several kilometers. It goes all the way up the Chapultepec Park. One of the main attractions is El Angel of Independence, a tall...",Main boulevard of Mexico City,50
177,"It is a a beautiful road, with regular gardens and art work.  Often has parades and events.  Very popular location.",Very beautiful road.,40
178,"We went for a long walk along this road. Some areas are magnificent, amazing buildings, architecture etc. However other areas are very unsafe. 
Definitely visit but be careful how far you walk.","Beautiful in places, unsafe in others",30
179,Late October is a great time to walk along Paseo de la Reforma near the Angel of Independence. This year the block between the Mexico City stock exchange building and the Angel was adorned with beautifully painted large skulls. The next block down had a...,The street art is so colorful!,50
180,I visited Mexico City during the celebration of the Day of the Dead and found the city to be very colorfully decorated with many sculptures of Katrinas and other symbols of this national celebration.The city is hectic and full of life and this centrally located...,brightly decorated for El Dia De Los Muertos,50
181,"What an avenue
Many exhibits from the Day of the Dead parade on display
The Angel of Independence is stunning",WHAT AN AVENUE,50
182,"Is the main AV of Mexico City. You can walk from the museums area to the hotels area around the Independent Angel Statue. Many places to eat and drink, main,y inside the great hotels, like the St Regis with one of the best terraces and...",FANTASTIC AVENUE,50
183,I loved Mexico City and it’s blend of old and new.  Lots of character.  The people are awesome.  LOTS of traffic.  Good public transport.  Lots and lots to see.  Great atmosphere.  You MUST see this!,Awesome,50
